Category,Type,Value
Ham,Email,user1906@example.com
Ham,URL,https://www.example.com/page1197
Ham,URL,https://www.example.com/page2325
Ham,Email,user628@example.com
Spam,Email,your.package.on.hold.60@delivery-info.online
Spam,Email,dating.match.for.you.203@find-love.club
Spam,Email,unauthorized.access.206@security-team.net
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=116
Ham,URL,https://www.example.com/page251
Spam,Email,prize.winner.now.216@get-your-cash.net
Spam,Email,unauthorized.access.106@security-team.net
Spam,Email,amazon.order.issue.219@order-processing.online
Ham,URL,https://www.example.com/page403
Ham,URL,https://www.example.com/page1125
Ham,Email,user1123@example.com
Ham,URL,https://www.example.com/page1640
Spam,Email,loan.approval.notice.210@fast-cash.co
Ham,Email,user2297@example.com
Spam,Email,amazon.order.issue.167@order-processing.online
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=151
Spam,Email,invoice.payment.due.97@secure-billing.co
Spam,Email,youve.won.a.gift.76@claim-reward.club
Ham,URL,https://www.example.com/page1634
Spam,URL,http://limited-time.biz/free-money-offer?id=71
Ham,URL,https://www.example.com/page2197
Spam,Email,dating.match.for.you.42@find-love.club
Spam,URL,http://limited-time.biz/free-money-offer?id=207
Ham,URL,https://www.example.com/page508
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=76
Spam,Email,dating.match.for.you.180@find-love.club
Ham,URL,https://www.example.com/page838
Ham,Email,user120@example.com
Ham,Email,user532@example.com
Spam,Email,bitcoin.investment.offer.171@crypto-wealth.biz
Spam,Email,virus.detected.79@system-scan.info
Ham,URL,https://www.example.com/page1797
Spam,Email,confirm.your.details.136@verify-account.support
Ham,URL,https://www.example.com/page76
Ham,URL,https://www.example.com/page867
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=176
Spam,Email,youve.won.a.gift.24@claim-reward.club
Spam,URL,http://claim-reward.club/you-won-a-gift?id=33
Ham,URL,https://www.example.com/page625
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=99
Spam,Email,prize.winner.now.106@get-your-cash.net
Ham,Email,user2320@example.com
Spam,Email,prize.winner.now.45@get-your-cash.net
Spam,Email,account.security.alert.268@login-verify.info
Ham,Email,user584@example.com
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=108
Spam,Email,amazon.order.issue.71@order-processing.online
Spam,URL,http://security-team.net/unauthorized-access?id=20
Ham,URL,https://www.example.com/page1072
Spam,URL,http://security-team.net/unauthorized-access?id=26
Spam,URL,http://claim-reward.club/you-won-a-gift?id=40
Ham,URL,https://www.example.com/page1698
Ham,Email,user141@example.com
Spam,URL,http://security-team.net/unauthorized-access?id=203
Spam,Email,amazon.order.issue.51@order-processing.online
Ham,URL,https://www.example.com/page1041
Spam,Email,important.update.41@service-notification.org
Spam,Email,bitcoin.investment.offer.262@crypto-wealth.biz
Spam,Email,bank.of.america.alert.188@online-banking.support
Spam,Email,important.update.256@service-notification.org
Ham,URL,https://www.example.com/page720
Ham,URL,https://www.example.com/page1538
Spam,Email,prize.winner.now.122@get-your-cash.net
Ham,Email,user2144@example.com
Spam,URL,http://get-your-cash.net/prize-winner?id=256
Ham,Email,user927@example.com
Spam,URL,http://security-team.net/unauthorized-access?id=119
Spam,Email,lottery.winner.notification.233@lucky-draw.org
Ham,URL,https://www.example.com/page833
Ham,Email,user1859@example.com
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=63
Ham,Email,user1707@example.com
Ham,Email,user1297@example.com
Spam,Email,lottery.winner.notification.125@lucky-draw.org
Ham,Email,user1358@example.com
Ham,Email,user322@example.com
Spam,Email,dating.match.for.you.8@find-love.club
Ham,Email,user237@example.com
Ham,URL,https://www.example.com/page411
Spam,Email,loan.approval.notice.55@fast-cash.co
Spam,URL,http://security-team.net/unauthorized-access?id=129
Spam,URL,http://order-processing.online/amazon-order-issue?id=99
Spam,URL,http://claim-reward.club/you-won-a-gift?id=270
Spam,URL,http://secure-billing.co/invoice-payment-due?id=211
Ham,Email,user1000@example.com
Ham,Email,user1251@example.com
Spam,Email,free.money.offer.220@limited-time.biz
Ham,URL,https://www.example.com/page2638
Spam,URL,http://system-scan.info/virus-detected?id=19
Ham,Email,user2182@example.com
Spam,URL,http://online-banking.support/bank-of-america-alert?id=213
Spam,URL,http://limited-time.biz/free-money-offer?id=209
Spam,Email,prize.winner.now.75@get-your-cash.net
Ham,URL,https://www.example.com/page204
Spam,Email,inheritance.claim.188@legal-funds.info
Ham,Email,user1478@example.com
Spam,URL,http://limited-time.biz/free-money-offer?id=105
Spam,URL,http://online-banking.support/bank-of-america-alert?id=11
Ham,URL,https://www.example.com/page936
Ham,URL,https://www.example.com/page448
Spam,Email,urgent.notice.123.51@suspiciousdomain.com
Spam,Email,urgent.notice.123.245@suspiciousdomain.com
Spam,Email,bank.of.america.alert.269@online-banking.support
Spam,Email,dating.match.for.you.229@find-love.club
Spam,URL,http://limited-time.biz/free-money-offer?id=206
Ham,URL,https://www.example.com/page1743
Spam,URL,http://get-your-cash.net/prize-winner?id=50
Ham,Email,user1459@example.com
Spam,Email,amazon.order.issue.173@order-processing.online
Spam,URL,http://verify-account.support/confirm-details?id=70
Spam,Email,confirm.your.details.176@verify-account.support
Ham,Email,user1875@example.com
Ham,Email,user1618@example.com
Ham,URL,https://www.example.com/page1268
Spam,Email,amazon.order.issue.140@order-processing.online
Spam,URL,http://system-scan.info/virus-detected?id=237
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=181
Ham,URL,https://www.example.com/page2266
Spam,Email,dating.match.for.you.267@find-love.club
Ham,URL,https://www.example.com/page2652
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=185
Spam,URL,http://account-limited.net/paypal-security-center?id=10
Spam,URL,http://verify-account.support/confirm-details?id=209
Spam,Email,bank.of.america.alert.86@online-banking.support
Ham,URL,https://www.example.com/page355
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=86
Spam,Email,account.security.alert.52@login-verify.info
Ham,Email,user1171@example.com
Spam,URL,http://security-team.net/unauthorized-access?id=49
Spam,Email,invoice.payment.due.159@secure-billing.co
Ham,URL,https://www.example.com/page829
Spam,Email,dating.match.for.you.105@find-love.club
Spam,URL,http://fast-cash.co/loan-approval-notice?id=149
Ham,Email,user661@example.com
Ham,URL,https://www.example.com/page2244
Ham,URL,https://www.example.com/page1496
Ham,Email,user499@example.com
Ham,URL,https://www.example.com/page1490
Ham,URL,https://www.example.com/page1908
Spam,Email,bank.of.america.alert.48@online-banking.support
Spam,URL,http://find-love.club/dating-match?id=151
Ham,Email,user1367@example.com
Ham,Email,user1351@example.com
Spam,Email,bitcoin.investment.offer.10@crypto-wealth.biz
Ham,Email,user819@example.com
Spam,Email,job.offer.urgent.164@career-opportunities.net
Ham,URL,https://www.example.com/page1385
Ham,URL,https://www.example.com/page1605
Ham,Email,user448@example.com
Spam,Email,your.package.on.hold.257@delivery-info.online
Ham,URL,https://www.example.com/page1038
Spam,Email,unauthorized.access.204@security-team.net
Ham,Email,user53@example.com
Spam,URL,http://online-banking.support/bank-of-america-alert?id=264
Spam,Email,paypal.security.center.26@account-limited.net
Ham,URL,https://www.example.com/page2640
Spam,URL,http://login-verify.info/account-security-alert?id=217
Spam,Email,youve.won.a.gift.169@claim-reward.club
Ham,URL,https://www.example.com/page1663
Ham,URL,https://www.example.com/page1559
Spam,Email,confirm.your.details.85@verify-account.support
Spam,URL,http://online-banking.support/bank-of-america-alert?id=202
Ham,URL,https://www.example.com/page1495
Ham,URL,https://www.example.com/page399
Ham,Email,user2053@example.com
Ham,URL,https://www.example.com/page2320
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=245
Spam,Email,unauthorized.access.267@security-team.net
Ham,URL,https://www.example.com/page29
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=195
Ham,Email,user1411@example.com
Spam,Email,bank.of.america.alert.11@online-banking.support
Ham,Email,user2346@example.com
Ham,Email,user2657@example.com
Ham,URL,https://www.example.com/page2011
Ham,URL,https://www.example.com/page1244
Ham,URL,https://www.example.com/page265
Ham,Email,user1226@example.com
Ham,Email,user2661@example.com
Ham,URL,https://www.example.com/page159
Spam,URL,http://system-scan.info/virus-detected?id=221
Ham,Email,user2128@example.com
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=237
Ham,URL,https://www.example.com/page2657
Ham,Email,user1247@example.com
Ham,URL,https://www.example.com/page715
Spam,URL,http://verify-account.support/confirm-details?id=161
Spam,URL,http://account-limited.net/paypal-security-center?id=147
Spam,URL,http://login-verify.info/account-security-alert?id=244
Ham,Email,user709@example.com
Ham,URL,https://www.example.com/page1520
Ham,URL,https://www.example.com/page1218
Ham,URL,https://www.example.com/page2451
Spam,Email,dating.match.for.you.2@find-love.club
Ham,URL,https://www.example.com/page1377
Spam,Email,confirm.your.details.178@verify-account.support
Spam,URL,http://account-limited.net/paypal-security-center?id=36
Ham,URL,https://www.example.com/page1042
Spam,Email,important.update.132@service-notification.org
Spam,Email,amazon.order.issue.157@order-processing.online
Ham,Email,user2574@example.com
Spam,Email,bitcoin.investment.offer.65@crypto-wealth.biz
Ham,URL,https://www.example.com/page2081
Ham,URL,https://www.example.com/page1298
Ham,URL,https://www.example.com/page1659
Spam,URL,http://security-team.net/unauthorized-access?id=258
Ham,Email,user1879@example.com
Ham,URL,https://www.example.com/page2643
Spam,Email,prize.winner.now.119@get-your-cash.net
Spam,URL,http://limited-time.biz/free-money-offer?id=133
Ham,URL,https://www.example.com/page1393
Spam,Email,loan.approval.notice.16@fast-cash.co
Ham,Email,user456@example.com
Ham,Email,user1082@example.com
Spam,URL,http://system-scan.info/virus-detected?id=268
Ham,Email,user569@example.com
Spam,Email,paypal.security.center.219@account-limited.net
Ham,Email,user385@example.com
Spam,URL,http://find-love.club/dating-match?id=30
Spam,Email,bitcoin.investment.offer.17@crypto-wealth.biz
Ham,URL,https://www.example.com/page1140
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=132
Ham,Email,user2551@example.com
Spam,Email,unauthorized.access.107@security-team.net
Spam,Email,unauthorized.access.178@security-team.net
Ham,Email,user44@example.com
Ham,Email,user1870@example.com
Spam,Email,your.package.on.hold.127@delivery-info.online
Spam,URL,http://service-notification.org/important-update?id=179
Spam,Email,job.offer.urgent.222@career-opportunities.net
Ham,URL,https://www.example.com/page2070
Ham,Email,user1824@example.com
Ham,URL,https://www.example.com/page335
Ham,URL,https://www.example.com/page723
Ham,URL,https://www.example.com/page1373
Spam,Email,bank.of.america.alert.18@online-banking.support
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=68
Spam,Email,bitcoin.investment.offer.191@crypto-wealth.biz
Ham,URL,https://www.example.com/page1119
Ham,URL,https://www.example.com/page1391
Spam,URL,http://legal-funds.info/inheritance-claim?id=150
Ham,Email,user2640@example.com
Spam,Email,dating.match.for.you.65@find-love.club
Spam,Email,dating.match.for.you.51@find-love.club
Ham,Email,user2418@example.com
Spam,Email,virus.detected.78@system-scan.info
Spam,URL,http://get-your-cash.net/prize-winner?id=134
Spam,URL,http://login-verify.info/account-security-alert?id=71
Ham,URL,https://www.example.com/page1650
Spam,URL,http://account-limited.net/paypal-security-center?id=24
Spam,Email,important.update.35@service-notification.org
Ham,URL,https://www.example.com/page536
Spam,URL,http://legal-funds.info/inheritance-claim?id=133
Spam,URL,http://verify-account.support/confirm-details?id=129
Ham,Email,user618@example.com
Spam,Email,free.money.offer.76@limited-time.biz
Spam,Email,confirm.your.details.177@verify-account.support
Spam,URL,http://system-scan.info/virus-detected?id=225
Ham,URL,https://www.example.com/page2418
Spam,Email,loan.approval.notice.150@fast-cash.co
Ham,Email,user587@example.com
Spam,Email,your.package.on.hold.82@delivery-info.online
Ham,Email,user398@example.com
Ham,Email,user706@example.com
Spam,URL,http://account-limited.net/paypal-security-center?id=75
Spam,Email,youve.won.a.gift.254@claim-reward.club
Ham,URL,https://www.example.com/page592
Spam,Email,prize.winner.now.233@get-your-cash.net
Ham,URL,https://www.example.com/page1929
Spam,Email,unauthorized.access.27@security-team.net
Ham,Email,user228@example.com
Spam,URL,http://order-processing.online/amazon-order-issue?id=183
Spam,URL,http://order-processing.online/amazon-order-issue?id=204
Ham,Email,user952@example.com
Ham,URL,https://www.example.com/page296
Ham,URL,https://www.example.com/page1148
Ham,URL,https://www.example.com/page553
Ham,Email,user2717@example.com
Spam,Email,invoice.payment.due.228@secure-billing.co
Spam,Email,important.update.3@service-notification.org
Ham,URL,https://www.example.com/page1934
Spam,Email,job.offer.urgent.118@career-opportunities.net
Ham,Email,user153@example.com
Spam,Email,bank.of.america.alert.137@online-banking.support
Spam,Email,paypal.security.center.205@account-limited.net
Ham,Email,user1965@example.com
Ham,URL,https://www.example.com/page298
Spam,Email,dating.match.for.you.194@find-love.club
Ham,URL,https://www.example.com/page1716
Ham,Email,user2442@example.com
Spam,Email,job.offer.urgent.179@career-opportunities.net
Spam,URL,http://account-limited.net/paypal-security-center?id=149
Ham,Email,user2604@example.com
Ham,Email,user2659@example.com
Spam,URL,http://online-banking.support/bank-of-america-alert?id=95
Spam,URL,http://get-your-cash.net/prize-winner?id=130
Ham,URL,https://www.example.com/page2152
Ham,URL,https://www.example.com/page2689
Ham,URL,https://www.example.com/page1729
Ham,URL,https://www.example.com/page1014
Spam,Email,job.offer.urgent.125@career-opportunities.net
Ham,Email,user0@example.com
Ham,URL,https://www.example.com/page2131
Ham,URL,https://www.example.com/page1104
Ham,Email,user1808@example.com
Spam,URL,http://security-team.net/unauthorized-access?id=128
Spam,Email,youve.won.a.gift.189@claim-reward.club
Spam,URL,http://security-team.net/unauthorized-access?id=259
Spam,Email,important.update.105@service-notification.org
Spam,Email,your.package.on.hold.87@delivery-info.online
Spam,Email,free.money.offer.74@limited-time.biz
Spam,Email,unauthorized.access.127@security-team.net
Ham,Email,user2618@example.com
Ham,Email,user2155@example.com
Ham,URL,https://www.example.com/page1207
Ham,Email,user1997@example.com
Ham,URL,https://www.example.com/page2452
Spam,Email,job.offer.urgent.269@career-opportunities.net
Ham,Email,user333@example.com
Spam,URL,http://delivery-info.online/package-on-hold?id=113
Spam,URL,http://security-team.net/unauthorized-access?id=181
Spam,Email,dating.match.for.you.235@find-love.club
Spam,URL,http://online-banking.support/bank-of-america-alert?id=161
Spam,Email,inheritance.claim.258@legal-funds.info
Ham,URL,https://www.example.com/page2175
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=166
Spam,URL,http://verify-account.support/confirm-details?id=128
Ham,Email,user1043@example.com
Spam,URL,http://online-banking.support/bank-of-america-alert?id=31
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=30
Ham,URL,https://www.example.com/page1491
Ham,URL,https://www.example.com/page1472
Spam,URL,http://account-limited.net/paypal-security-center?id=9
Ham,URL,https://www.example.com/page1449
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=252
Ham,URL,https://www.example.com/page1635
Spam,Email,virus.detected.39@system-scan.info
Ham,URL,https://www.example.com/page606
Spam,Email,your.package.on.hold.173@delivery-info.online
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=249
Spam,URL,http://limited-time.biz/free-money-offer?id=219
Ham,Email,user1435@example.com
Spam,URL,http://account-limited.net/paypal-security-center?id=252
Spam,URL,http://online-banking.support/bank-of-america-alert?id=94
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=68
Ham,URL,https://www.example.com/page2137
Ham,Email,user73@example.com
Ham,URL,https://www.example.com/page1025
Ham,Email,user286@example.com
Spam,URL,http://claim-reward.club/you-won-a-gift?id=54
Spam,URL,http://account-limited.net/paypal-security-center?id=158
Ham,Email,user2595@example.com
Ham,URL,https://www.example.com/page1066
Ham,URL,https://www.example.com/page697
Spam,Email,prize.winner.now.97@get-your-cash.net
Spam,Email,virus.detected.225@system-scan.info
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=22
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=30
Ham,URL,https://www.example.com/page1930
Ham,Email,user2185@example.com
Spam,Email,invoice.payment.due.203@secure-billing.co
Spam,URL,http://legal-funds.info/inheritance-claim?id=101
Spam,Email,urgent.notice.123.35@suspiciousdomain.com
Spam,URL,http://account-limited.net/paypal-security-center?id=63
Ham,URL,https://www.example.com/page213
Ham,Email,user1729@example.com
Spam,Email,confirm.your.details.56@verify-account.support
Ham,Email,user267@example.com
Ham,URL,https://www.example.com/page770
Spam,URL,http://system-scan.info/virus-detected?id=198
Ham,URL,https://www.example.com/page1279
Ham,URL,https://www.example.com/page966
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=74
Ham,Email,user2382@example.com
Ham,URL,https://www.example.com/page1774
Spam,Email,bank.of.america.alert.114@online-banking.support
Ham,Email,user1176@example.com
Ham,URL,https://www.example.com/page506
Spam,URL,http://service-notification.org/important-update?id=142
Ham,Email,user209@example.com
Spam,Email,bank.of.america.alert.250@online-banking.support
Ham,URL,https://www.example.com/page2361
Ham,URL,https://www.example.com/page149
Ham,URL,https://www.example.com/page2262
Spam,URL,http://security-team.net/unauthorized-access?id=84
Spam,Email,account.security.alert.73@login-verify.info
Spam,URL,http://order-processing.online/amazon-order-issue?id=61
Ham,Email,user1195@example.com
Ham,Email,user588@example.com
Spam,URL,http://verify-account.support/confirm-details?id=233
Ham,URL,https://www.example.com/page2322
Spam,Email,your.package.on.hold.159@delivery-info.online
Spam,Email,invoice.payment.due.21@secure-billing.co
Spam,Email,bank.of.america.alert.91@online-banking.support
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=207
Ham,URL,https://www.example.com/page1869
Ham,URL,https://www.example.com/page2579
Ham,URL,https://www.example.com/page923
Ham,Email,user94@example.com
Ham,Email,user2247@example.com
Spam,URL,http://get-your-cash.net/prize-winner?id=46
Spam,Email,prize.winner.now.2@get-your-cash.net
Ham,Email,user2262@example.com
Spam,URL,http://login-verify.info/account-security-alert?id=256
Ham,URL,https://www.example.com/page1831
Ham,Email,user1749@example.com
Ham,URL,https://www.example.com/page987
Ham,Email,user890@example.com
Ham,Email,user2336@example.com
Spam,Email,invoice.payment.due.78@secure-billing.co
Spam,URL,http://online-banking.support/bank-of-america-alert?id=124
Ham,URL,https://www.example.com/page1764
Ham,URL,https://www.example.com/page1705
Ham,URL,https://www.example.com/page1016
Spam,URL,http://limited-time.biz/free-money-offer?id=50
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=12
Ham,Email,user2029@example.com
Spam,URL,http://verify-account.support/confirm-details?id=69
Ham,URL,https://www.example.com/page705
Spam,Email,free.money.offer.150@limited-time.biz
Ham,Email,user2085@example.com
Spam,Email,prize.winner.now.109@get-your-cash.net
Spam,Email,urgent.notice.123.193@suspiciousdomain.com
Ham,URL,https://www.example.com/page1428
Spam,Email,prize.winner.now.256@get-your-cash.net
Spam,Email,invoice.payment.due.99@secure-billing.co
Spam,Email,important.update.234@service-notification.org
Ham,Email,user1433@example.com
Ham,Email,user2631@example.com
Ham,Email,user2586@example.com
Ham,URL,https://www.example.com/page1680
Spam,Email,loan.approval.notice.80@fast-cash.co
Ham,URL,https://www.example.com/page620
Ham,Email,user806@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=56
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=63
Ham,Email,user1188@example.com
Ham,Email,user1360@example.com
Spam,Email,loan.approval.notice.58@fast-cash.co
Ham,URL,https://www.example.com/page2592
Ham,URL,https://www.example.com/page105
Ham,URL,https://www.example.com/page1835
Ham,URL,https://www.example.com/page2417
Spam,URL,http://security-team.net/unauthorized-access?id=198
Ham,URL,https://www.example.com/page1999
Spam,Email,virus.detected.5@system-scan.info
Spam,URL,http://limited-time.biz/free-money-offer?id=244
Spam,Email,lottery.winner.notification.168@lucky-draw.org
Spam,Email,amazon.order.issue.207@order-processing.online
Spam,Email,bank.of.america.alert.150@online-banking.support
Ham,Email,user1605@example.com
Spam,Email,paypal.security.center.100@account-limited.net
Spam,URL,http://find-love.club/dating-match?id=50
Spam,URL,http://find-love.club/dating-match?id=31
Spam,Email,important.update.235@service-notification.org
Ham,Email,user2057@example.com
Spam,Email,confirm.your.details.14@verify-account.support
Spam,URL,http://delivery-info.online/package-on-hold?id=272
Ham,URL,https://www.example.com/page636
Ham,URL,https://www.example.com/page725
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=271
Spam,URL,http://verify-account.support/confirm-details?id=152
Spam,Email,inheritance.claim.18@legal-funds.info
Ham,Email,user1572@example.com
Ham,Email,user1182@example.com
Ham,Email,user2465@example.com
Ham,Email,user2045@example.com
Spam,URL,http://delivery-info.online/package-on-hold?id=129
Ham,URL,https://www.example.com/page2467
Spam,URL,http://login-verify.info/account-security-alert?id=179
Spam,Email,free.money.offer.147@limited-time.biz
Spam,Email,bitcoin.investment.offer.219@crypto-wealth.biz
Ham,Email,user266@example.com
Spam,Email,free.money.offer.27@limited-time.biz
Spam,URL,http://online-banking.support/bank-of-america-alert?id=189
Spam,Email,confirm.your.details.255@verify-account.support
Ham,URL,https://www.example.com/page229
Ham,URL,https://www.example.com/page427
Spam,URL,http://system-scan.info/virus-detected?id=166
Spam,Email,confirm.your.details.100@verify-account.support
Ham,URL,https://www.example.com/page2537
Spam,Email,prize.winner.now.172@get-your-cash.net
Ham,URL,https://www.example.com/page2167
Ham,URL,https://www.example.com/page1704
Ham,Email,user1589@example.com
Spam,URL,http://limited-time.biz/free-money-offer?id=259
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=192
Spam,Email,confirm.your.details.71@verify-account.support
Ham,Email,user1434@example.com
Ham,URL,https://www.example.com/page2281
Ham,URL,https://www.example.com/page1002
Spam,URL,http://delivery-info.online/package-on-hold?id=198
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=217
Spam,Email,lottery.winner.notification.134@lucky-draw.org
Ham,Email,user17@example.com
Spam,Email,confirm.your.details.167@verify-account.support
Ham,Email,user61@example.com
Ham,Email,user261@example.com
Ham,URL,https://www.example.com/page22
Spam,URL,http://login-verify.info/account-security-alert?id=260
Spam,URL,http://online-banking.support/bank-of-america-alert?id=5
Ham,URL,https://www.example.com/page1870
Spam,Email,bank.of.america.alert.72@online-banking.support
Spam,Email,loan.approval.notice.254@fast-cash.co
Ham,Email,user2608@example.com
Spam,Email,account.security.alert.200@login-verify.info
Ham,Email,user1867@example.com
Ham,URL,https://www.example.com/page2541
Spam,Email,account.security.alert.219@login-verify.info
Spam,Email,account.security.alert.225@login-verify.info
Spam,Email,bitcoin.investment.offer.21@crypto-wealth.biz
Spam,Email,free.money.offer.234@limited-time.biz
Ham,URL,https://www.example.com/page315
Ham,Email,user687@example.com
Spam,Email,bitcoin.investment.offer.246@crypto-wealth.biz
Ham,Email,user1841@example.com
Spam,Email,account.security.alert.20@login-verify.info
Ham,URL,https://www.example.com/page212
Spam,Email,virus.detected.231@system-scan.info
Spam,Email,dating.match.for.you.170@find-love.club
Spam,Email,bitcoin.investment.offer.231@crypto-wealth.biz
Ham,Email,user2414@example.com
Ham,Email,user1869@example.com
Ham,Email,user1033@example.com
Ham,URL,https://www.example.com/page426
Spam,Email,job.offer.urgent.183@career-opportunities.net
Spam,URL,http://system-scan.info/virus-detected?id=199
Spam,Email,bank.of.america.alert.89@online-banking.support
Spam,URL,http://find-love.club/dating-match?id=63
Ham,URL,https://www.example.com/page1523
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=45
Spam,Email,dating.match.for.you.70@find-love.club
Spam,URL,http://service-notification.org/important-update?id=196
Spam,URL,http://service-notification.org/important-update?id=57
Ham,URL,https://www.example.com/page2074
Ham,URL,https://www.example.com/page2380
Ham,URL,https://www.example.com/page1877
Spam,Email,invoice.payment.due.120@secure-billing.co
Spam,Email,urgent.notice.123.177@suspiciousdomain.com
Ham,URL,https://www.example.com/page1811
Ham,Email,user1304@example.com
Spam,URL,http://delivery-info.online/package-on-hold?id=86
Ham,Email,user2748@example.com
Ham,URL,https://www.example.com/page964
Spam,Email,unauthorized.access.207@security-team.net
Spam,Email,invoice.payment.due.127@secure-billing.co
Ham,URL,https://www.example.com/page1161
Spam,Email,virus.detected.97@system-scan.info
Spam,Email,paypal.security.center.248@account-limited.net
Spam,Email,urgent.notice.123.93@suspiciousdomain.com
Ham,Email,user1915@example.com
Ham,URL,https://www.example.com/page658
Spam,Email,loan.approval.notice.235@fast-cash.co
Ham,Email,user461@example.com
Ham,URL,https://www.example.com/page1302
Ham,Email,user2052@example.com
Ham,Email,user2547@example.com
Ham,Email,user1199@example.com
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=167
Ham,URL,https://www.example.com/page2221
Spam,Email,job.offer.urgent.88@career-opportunities.net
Ham,URL,https://www.example.com/page1691
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=138
Spam,Email,account.security.alert.50@login-verify.info
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=269
Spam,Email,account.security.alert.265@login-verify.info
Ham,URL,https://www.example.com/page322
Ham,Email,user1472@example.com
Ham,URL,https://www.example.com/page1144
Spam,Email,job.offer.urgent.263@career-opportunities.net
Ham,URL,https://www.example.com/page307
Spam,Email,paypal.security.center.193@account-limited.net
Ham,URL,https://www.example.com/page2655
Ham,Email,user127@example.com
Ham,URL,https://www.example.com/page1712
Ham,URL,https://www.example.com/page1879
Spam,Email,bitcoin.investment.offer.80@crypto-wealth.biz
Ham,URL,https://www.example.com/page1951
Spam,Email,youve.won.a.gift.237@claim-reward.club
Ham,URL,https://www.example.com/page1679
Ham,URL,https://www.example.com/page817
Spam,Email,important.update.261@service-notification.org
Spam,URL,http://find-love.club/dating-match?id=58
Spam,URL,http://legal-funds.info/inheritance-claim?id=3
Spam,Email,account.security.alert.237@login-verify.info
Ham,Email,user2688@example.com
Ham,URL,https://www.example.com/page832
Ham,Email,user1278@example.com
Ham,URL,https://www.example.com/page721
Ham,Email,user480@example.com
Spam,URL,http://login-verify.info/account-security-alert?id=131
Spam,Email,loan.approval.notice.151@fast-cash.co
Spam,URL,http://online-banking.support/bank-of-america-alert?id=47
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=42
Spam,Email,bitcoin.investment.offer.125@crypto-wealth.biz
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=68
Spam,URL,http://legal-funds.info/inheritance-claim?id=271
Ham,Email,user583@example.com
Ham,Email,user2352@example.com
Spam,Email,youve.won.a.gift.203@claim-reward.club
Ham,URL,https://www.example.com/page1966
Ham,Email,user184@example.com
Spam,Email,paypal.security.center.46@account-limited.net
Ham,URL,https://www.example.com/page376
Spam,URL,http://secure-billing.co/invoice-payment-due?id=91
Ham,URL,https://www.example.com/page2095
Spam,Email,job.offer.urgent.218@career-opportunities.net
Spam,Email,lottery.winner.notification.23@lucky-draw.org
Ham,URL,https://www.example.com/page942
Ham,URL,https://www.example.com/page862
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=268
Ham,Email,user229@example.com
Ham,URL,https://www.example.com/page2172
Ham,URL,https://www.example.com/page150
Spam,URL,http://delivery-info.online/package-on-hold?id=29
Spam,Email,youve.won.a.gift.234@claim-reward.club
Ham,URL,https://www.example.com/page356
Ham,Email,user635@example.com
Spam,URL,http://limited-time.biz/free-money-offer?id=204
Ham,URL,https://www.example.com/page1594
Spam,Email,prize.winner.now.199@get-your-cash.net
Spam,Email,virus.detected.212@system-scan.info
Spam,Email,inheritance.claim.53@legal-funds.info
Ham,Email,user1772@example.com
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=26
Ham,URL,https://www.example.com/page1053
Ham,Email,user312@example.com
Spam,Email,prize.winner.now.96@get-your-cash.net
Ham,URL,https://www.example.com/page760
Ham,Email,user2737@example.com
Ham,URL,https://www.example.com/page2038
